Incident Number,Incident Type,Mental Health Flag,Priority Level,Response Datetime,Response Day of Week,Response Hour,First Unit Arrived Datetime,Call Closed Datetime,Sector,Initial Problem Description,Initial Problem Category,Final Problem Description,Final Problem Category,Number of Units Arrived,Unit Time on Scene,Call Disposition Description,Report Written Flag,Response Time,Officer Injured/Killed Count,Subject Injured/Killed Count,Other Injured/Killed Count,Geo ID,Census Block Group,Council District
241320821,Dispatched Incident,Not Mental Health Incident,Priority 0,5/11/2024 13:31,Sat,13.0,5/11/2024 13:40,5/11/2024 14:16,Edward,Disturbance Hs,Disturbance,Family Disturbance,Disturbance,2.0,4215.0,Report Written,Yes,592.0,0.0,0.0,0.0,484530000000.0,4530439003.0,7.0
241821638,Dispatched Incident,Not Mental Health Incident,Priority 1,6/30/2024 23:25,Sun,23.0,6/30/2024 23:30,7/1/2024 0:04,Baker,Disturbance Urgent,Disturbance,Criminal Trespass Notice,Trespassing,3.0,5607.0,Report Written,Yes,458.0,0.0,0.0,0.0,484530000000.0,4530006072.0,9.0
240360497,Dispatched Incident,Not Mental Health Incident,Priority 2,2/5/2024 9:52,Mon,9.0,2/5/2024 9:57,2/5/2024 10:25,David,Sex Crime Service,Sex Crimes,Assist Complainant,Assistance,3.0,3824.0,No Report,No,317.0,0.0,0.0,0.0,484530000000.0,4530013101.0,5.0
212160557,Dispatched Incident,Mental Health Incident,Priority 3,8/4/2021 11:15,Wed,11.0,8/4/2021 12:02,8/4/2021 12:16,Edward,Ccd / Counselor,Welfare Check,Edp Intervention,Welfare Check,1.0,865.0,Report Written MH,No,2876.0,0.0,0.0,0.0,484530000000.0,4530412001.0,7.0
232051050,Dispatched Incident,Not Mental Health Incident,Priority 3,7/24/2023 17:25,Mon,17.0,7/24/2023 18:59,7/24/2023 19:57,George,Information,Assistance,Criminal Trespass Notice,Trespassing,1.0,3493.0,Report Written,Yes,5701.0,0.0,0.0,0.0,484530000000.0,4530011032.0,9.0
240771437,Dispatched Incident,Not Mental Health Incident,Priority 2,3/17/2024 20:13,Sun,20.0,3/17/2024 22:19,3/18/2024 0:02,Edward,Service,Other,Theft,Theft,2.0,12137.0,Report Written,Yes,7550.0,0.0,0.0,0.0,484530000000.0,4530406003.0,4.0
240861252,Dispatched Incident,Not Mental Health Incident,Priority 2,3/26/2024 20:08,Tue,20.0,3/26/2024 21:19,3/26/2024 22:07,Baker,Disturbance Urgent,Disturbance,Family Disturbance,Disturbance,2.0,3729.0,Report Written,No,4396.0,0.0,0.0,0.0,484530000000.0,4530322002.0,10.0
230941218,Dispatched Incident,Not Mental Health Incident,Priority 2,4/4/2023 17:55,Tue,17.0,4/4/2023 20:25,4/4/2023 23:40,Adam,Sex Crime Service,Sex Crimes,Sex Crime Service,Sex Crimes,2.0,19448.0,Report Written,Yes,9305.0,0.0,0.0,0.0,484910000000.0,4910204061.0,6.0
242190962,Dispatched Incident,Not Mental Health Incident,Priority 2,8/6/2024 14:30,Tue,14.0,8/6/2024 16:06,8/6/2024 16:57,Baker,Crash Urgent,Crashes,Crash Urgent,Crashes,1.0,3036.0,Unable To Locate,No,6051.0,0.0,0.0,0.0,484530000000.0,4530301003.0,10.0
240791393,Dispatched Incident,Not Mental Health Incident,Priority 1,3/19/2024 22:14,Tue,22.0,3/19/2024 22:18,3/19/2024 22:41,Frank,Shots Fired,Shoot/Stab,Shots Fired,Shoot/Stab,2.0,2050.0,No Report,No,242.0,0.0,0.0,0.0,484530000000.0,4530024091.0,2.0
230411387,Dispatched Incident,Mental Health Incident,Priority 2,2/10/2023 21:43,Fri,21.0,2/10/2023 23:06,2/10/2023 23:11,Edward,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,320.0,Unable To Locate,No,4992.0,0.0,0.0,0.0,484530000000.0,4530432003.0,4.0
231731199,Dispatched Incident,Not Mental Health Incident,Priority 2,6/22/2023 19:28,Thu,19.0,6/22/2023 19:51,6/22/2023 21:08,Charlie,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,4600.0,No Report,No,1422.0,0.0,0.0,0.0,484530000000.0,4530008021.0,1.0
222980234,Dispatched Incident,Not Mental Health Incident,Priority 2,10/25/2022 6:11,Tue,6.0,10/25/2022 6:39,10/25/2022 7:05,Frank,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,1.0,1565.0,False Alarm,No,1683.0,0.0,0.0,0.0,484530000000.0,4530024512.0,5.0
231960835,Dispatched Incident,Not Mental Health Incident,Priority 2,7/15/2023 13:39,Sat,13.0,7/15/2023 16:11,7/15/2023 16:13,Adam,Disturbance Other,Disturbance,Disturbance Other,Disturbance,1.0,153.0,No Report,No,9176.0,0.0,0.0,0.0,484910000000.0,4910204062.0,6.0
232281188,Dispatched Incident,Not Mental Health Incident,Priority 2,8/16/2023 18:38,Wed,18.0,8/16/2023 19:02,8/16/2023 19:14,Charlie,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,953.0,No Report,No,1503.0,0.0,0.0,0.0,484530000000.0,4530009024.0,3.0
222661501,Dispatched Incident,Not Mental Health Incident,Priority 0,9/23/2022 21:20,Fri,21.0,9/23/2022 21:25,9/23/2022 21:36,Charlie,Traffic Hazard Hs,Traffic Stop/Hazard,Traffic Hazard Hs,Traffic Stop/Hazard,2.0,1264.0,No Report,No,455.0,0.0,0.0,0.0,484530000000.0,4530022011.0,1.0
241170758,Dispatched Incident,Not Mental Health Incident,Priority 3,4/26/2024 12:07,Fri,12.0,4/26/2024 12:34,4/26/2024 12:45,Charlie,Information,Assistance,Check Welfare Service,Welfare Check,1.0,687.0,No Report,No,1679.0,0.0,0.0,0.0,484530000000.0,4530021112.0,3.0
240721582,Dispatched Incident,Mental Health Incident,Priority 1,3/12/2024 23:12,Tue,23.0,3/12/2024 23:19,3/13/2024 2:06,David,Check Welfare Urgent,Welfare Check,Emergency Detention,Welfare Check,2.0,17363.0,Report Written MH,No,446.0,0.0,0.0,0.0,484530000000.0,4530303002.0,5.0
211850011,Dispatched Incident,Not Mental Health Incident,Priority 2,7/4/2021 0:03,Sun,0.0,7/4/2021 0:19,7/4/2021 0:45,Henry,Trespass Urgent,Trespassing,Criminal Trespass Notice,Trespassing,2.0,2009.0,Report Written,Yes,965.0,0.0,0.0,0.0,484530000000.0,4530023043.0,3.0
212980215,Dispatched Incident,Not Mental Health Incident,Priority 0,10/25/2021 4:58,Mon,4.0,10/25/2021 5:01,10/25/2021 6:01,Frank,Traffic Hazard Hs,Traffic Stop/Hazard,Traffic Hazard Hs,Traffic Stop/Hazard,3.0,7600.0,No Report,No,215.0,0.0,0.0,0.0,484530000000.0,4530024222.0,2.0
233240861,Dispatched Incident,Not Mental Health Incident,Priority 0,11/20/2023 14:52,Mon,14.0,11/20/2023 15:06,11/20/2023 15:45,David,Pedestrian On Hsr,Traffic Stop/Hazard,Pedestrian On Hsr,Traffic Stop/Hazard,2.0,3653.0,No Report,No,909.0,0.0,0.0,0.0,484530000000.0,4530023221.0,3.0
213360399,Dispatched Incident,Not Mental Health Incident,Priority 2,12/2/2021 8:22,Thu,8.0,12/2/2021 8:46,12/2/2021 9:12,Baker,Hang-Up Residence,Other,Hang-Up Residence,Other,1.0,1595.0,No Report,No,1472.0,0.0,0.0,0.0,484530000000.0,4530002041.0,9.0
241960498,Dispatched Incident,Not Mental Health Incident,Priority 2,7/14/2024 6:57,Sun,6.0,7/14/2024 7:23,7/14/2024 7:26,Frank,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,211.0,False Alarm,No,1594.0,0.0,0.0,0.0,484530000000.0,4530024113.0,2.0
223430490,Dispatched Incident,Not Mental Health Incident,Priority 3,12/9/2022 9:34,Fri,9.0,12/9/2022 14:26,12/9/2022 15:04,David,On Site Incident,Other,Criminal Mischief,Property Damage/Vandalism,1.0,2281.0,Report Written,Yes,17486.0,0.0,0.0,0.0,484530000000.0,4530013122.0,9.0
241900355,Dispatched Incident,Not Mental Health Incident,Priority 2,7/8/2024 7:44,Mon,7.0,7/8/2024 8:39,7/8/2024 9:42,Adam,Traffic Hazard,Traffic Stop/Hazard,Assist Complainant,Assistance,2.0,6565.0,No Report,No,3397.0,0.0,0.0,0.0,484530000000.0,4530452001.0,7.0
240841137,Dispatched Incident,Not Mental Health Incident,Priority 1,3/24/2024 16:56,Sun,16.0,3/24/2024 17:02,3/24/2024 18:35,Edward,Disturbance Vehicle Urgent,Disturbance,Disturbance Vehicle Urgent,Disturbance,3.0,14581.0,Report Written,Yes,411.0,0.0,0.0,0.0,484530000000.0,4530431003.0,4.0
221190238,Dispatched Incident,Not Mental Health Incident,Priority 2,4/29/2022 4:56,Fri,4.0,4/29/2022 6:22,4/29/2022 8:15,Charlie,Suspicious Person,Suspicious Things,Criminal Mischief,Property Damage/Vandalism,1.0,6785.0,Report Written,Yes,5193.0,0.0,0.0,0.0,484530000000.0,4530022111.0,1.0
242471362,Dispatched Incident,Not Mental Health Incident,Priority 2,9/3/2024 19:13,Tue,19.0,9/3/2024 19:22,9/3/2024 20:04,Ida,Traffic Hazard,Traffic Stop/Hazard,Traffic Hazard,Traffic Stop/Hazard,1.0,2491.0,No Report,No,610.0,0.0,0.0,0.0,484530000000.0,4530436003.0,1.0
212551601,Dispatched Incident,Not Mental Health Incident,Priority 2,9/12/2021 22:17,Sun,22.0,9/12/2021 22:22,9/12/2021 22:43,Frank,Alarm Burglar,Alarms,Alarm Burglar,Alarms,2.0,2581.0,False Alarm,No,285.0,0.0,0.0,0.0,484530000000.0,4530024242.0,5.0
240830967,Dispatched Incident,Mental Health Incident,Priority 1,3/23/2024 15:21,Sat,15.0,3/23/2024 15:30,3/23/2024 15:43,Charlie,Nature Unknown Urgent,Other,Nature Unknown Urgent,Other,2.0,861.0,No Report,No,603.0,0.0,0.0,0.0,484530000000.0,4530021091.0,1.0
232830053,Dispatched Incident,Not Mental Health Incident,Priority 2,10/10/2023 0:51,Tue,0.0,10/10/2023 1:34,10/10/2023 3:50,Edward,Suspicious Person,Suspicious Things,Evading Foot,Evading/Resisting Arrest,6.0,25419.0,Report Written,Yes,2819.0,0.0,0.0,0.0,484530000000.0,4530409004.0,4.0
221290450,Dispatched Incident,Not Mental Health Incident,Priority 3,5/9/2022 9:22,Mon,9.0,5/9/2022 9:35,5/9/2022 11:17,Henry,Service,Other,Criminal Mischief Information,Property Damage/Vandalism,2.0,10811.0,Report Written,Yes,834.0,0.0,0.0,0.0,484530000000.0,4530023145.0,3.0
222241535,Dispatched Incident,Not Mental Health Incident,Priority 0,8/12/2022 21:49,Fri,21.0,8/12/2022 21:54,8/12/2022 22:23,Henry,Disturbance Hs,Disturbance,Disturbance Hs,Disturbance,3.0,2589.0,No Report,No,314.0,0.0,0.0,0.0,484530000000.0,4530023074.0,3.0
212581689,Dispatched Incident,Not Mental Health Incident,Priority 2,9/15/2021 23:41,Wed,23.0,9/15/2021 23:51,9/16/2021 0:21,Adam,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,1847.0,False Alarm,No,660.0,0.0,0.0,0.0,484530000000.0,4530413003.0,7.0
231761294,Dispatched Incident,Not Mental Health Incident,Priority 2,6/25/2023 20:20,Sun,20.0,6/25/2023 21:39,6/25/2023 22:16,Henry,Disturbance Other,Disturbance,Family Disturbance,Disturbance,1.0,2224.0,Report Written,Yes,4755.0,0.0,0.0,0.0,484530000000.0,4530024521.0,2.0
222730951,Dispatched Incident,Not Mental Health Incident,Priority 2,9/30/2022 16:34,Fri,16.0,9/30/2022 16:35,9/30/2022 16:36,Charlie,Assist Non Emergency,Assistance,Assist Non Emergency,Assistance,1.0,65.0,No Report,No,94.0,0.0,0.0,0.0,484530000000.0,4530022201.0,0.0
230070567,Dispatched Incident,Not Mental Health Incident,Priority 0,1/7/2023 11:14,Sat,11.0,1/7/2023 11:22,1/7/2023 11:34,Henry,Pedestrian On Hsr,Traffic Stop/Hazard,Pedestrian On Hsr,Traffic Stop/Hazard,2.0,898.0,Unable To Locate,No,481.0,0.0,0.0,0.0,484530000000.0,4530023102.0,3.0
240140565,Dispatched Incident,Not Mental Health Incident,Priority 3,1/14/2024 11:30,Sun,11.0,1/14/2024 12:30,1/14/2024 13:33,Charlie,Doc / C.o. Violation,Disorderly Conduct,Blocked Drive/Roadway,Traffic Stop/Hazard,1.0,3759.0,No Report,No,3676.0,0.0,0.0,0.0,484530000000.0,4530009023.0,3.0
220801170,Dispatched Incident,Not Mental Health Incident,Priority 0,3/21/2022 18:32,Mon,18.0,3/21/2022 18:38,3/21/2022 22:47,Ida,Crash Hs,Crashes,Traffic Fatality,Crashes,13.0,104780.0,Report Written,Yes,512.0,0.0,0.0,0.0,484530000000.0,4530402002.0,1.0
242231240,Dispatched Incident,Not Mental Health Incident,Priority 2,8/10/2024 18:07,Sat,18.0,8/10/2024 18:09,8/10/2024 19:27,Adam,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,4719.0,No Report,No,181.0,0.0,0.0,0.0,484530000000.0,4530325003.0,6.0
221950626,Dispatched Incident,Not Mental Health Incident,Priority 2,7/14/2022 11:47,Thu,11.0,7/14/2022 12:04,7/14/2022 12:14,David,Call From Tcso - Non Emergenc,Assistance,Call From Tcso - Non Emergenc,Assistance,1.0,599.0,No Report,No,1004.0,0.0,0.0,0.0,484530000000.0,4530019102.0,0.0
233120851,Dispatched Incident,Not Mental Health Incident,Priority 3,11/8/2023 14:19,Wed,14.0,11/8/2023 17:43,11/8/2023 17:48,Baker,Disturbance Service,Disturbance,Disturbance Service,Disturbance,1.0,279.0,Unable To Locate,No,12596.0,0.0,0.0,0.0,484530000000.0,4530007001.0,9.0
240610427,Dispatched Incident,Not Mental Health Incident,Priority 3,3/1/2024 9:03,Fri,9.0,3/1/2024 11:54,3/1/2024 13:30,David,Auto Theft Service,Auto Theft,Auto Theft Service,Auto Theft,1.0,5778.0,Report Written,Yes,10403.0,0.0,0.0,0.0,484530000000.0,4530019173.0,8.0
242440483,Dispatched Incident,Not Mental Health Incident,Priority 2,8/31/2024 6:52,Sat,6.0,8/31/2024 7:06,8/31/2024 7:54,Henry,Trespass Urgent,Trespassing,Suspicious Person,Suspicious Things,2.0,3135.0,No Report,No,900.0,0.0,0.0,0.0,484530000000.0,4530023074.0,3.0
233001174,Dispatched Incident,Mental Health Incident,Priority 2,10/27/2023 16:41,Fri,16.0,10/27/2023 17:10,10/27/2023 17:32,Baker,Suspicious Person,Suspicious Things,Criminal Trespass Notice,Trespassing,2.0,2641.0,Report Written,Yes,1743.0,0.0,0.0,0.0,484530000000.0,4530015011.0,7.0
233541404,Dispatched Incident,Not Mental Health Incident,Priority 1,12/20/2023 22:25,Wed,22.0,12/20/2023 22:35,12/20/2023 23:53,Edward,Disturbance Urgent,Disturbance,Assault With Injury,Simple Assault,2.0,7588.0,Report Written,Yes,695.0,0.0,0.0,0.0,484530000000.0,4530407002.0,4.0
240510612,Dispatched Incident,Not Mental Health Incident,Priority 0,2/20/2024 12:58,Tue,12.0,2/20/2024 13:02,2/20/2024 13:05,David,Pedestrian On Hsr,Traffic Stop/Hazard,Pedestrian On Hsr,Traffic Stop/Hazard,1.0,171.0,No Report,No,264.0,0.0,0.0,0.0,484530000000.0,4530019101.0,8.0
220560835,Dispatched Incident,Not Mental Health Incident,Priority 3,2/25/2022 15:54,Fri,15.0,2/25/2022 17:00,2/25/2022 21:28,Henry,Auto Theft Service,Auto Theft,Unauthorized Use Of Veh,Auto Theft,7.0,44766.0,Report Written,Yes,4261.0,0.0,0.0,0.0,484530000000.0,4530023201.0,3.0
212311080,Dispatched Incident,Not Mental Health Incident,Priority 2,8/19/2021 15:59,Thu,15.0,8/19/2021 16:13,8/19/2021 17:16,George,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,1.0,3819.0,No Report,No,875.0,0.0,0.0,0.0,484530000000.0,4530011022.0,9.0
242390559,Dispatched Incident,Not Mental Health Incident,Priority 3,8/26/2024 11:08,Mon,11.0,8/26/2024 12:01,8/26/2024 12:56,Baker,Auto Theft Service,Auto Theft,Auto Theft Service,Auto Theft,1.0,3305.0,Report Written,Yes,3202.0,0.0,0.0,0.0,484530000000.0,4530404001.0,7.0
221081143,Dispatched Incident,Mental Health Incident,Priority 3,4/18/2022 18:51,Mon,18.0,4/18/2022 19:33,4/18/2022 20:25,David,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,2.0,6254.0,Unable To Locate,No,2600.0,0.0,0.0,0.0,484530000000.0,4530013123.0,9.0
232810425,Dispatched Incident,Not Mental Health Incident,Priority 1,10/8/2023 6:47,Sun,6.0,10/8/2023 6:53,10/8/2023 7:11,Frank,Disturbance Urgent,Disturbance,Disturbance Urgent,Disturbance,2.0,2007.0,No Report,No,437.0,0.0,0.0,0.0,484530000000.0,4530024242.0,2.0
240340196,Dispatched Incident,Not Mental Health Incident,Priority 2,2/3/2024 3:21,Sat,3.0,2/3/2024 4:05,2/3/2024 5:37,David,Alarm Burglar,Alarms,False Burglar Alarm,Alarms,2.0,8643.0,False Alarm,No,2632.0,0.0,0.0,0.0,484530000000.0,4530020043.0,5.0
233490552,Dispatched Incident,Not Mental Health Incident,Priority 3,12/15/2023 10:56,Fri,10.0,12/15/2023 11:06,12/15/2023 11:17,David,Disturbance Other,Disturbance,Disturbance Service,Disturbance,1.0,698.0,No Report,No,695.0,0.0,0.0,0.0,484530000000.0,4530023221.0,3.0
213131182,Dispatched Incident,Not Mental Health Incident,Priority 2,11/9/2021 19:56,Tue,19.0,11/9/2021 20:52,11/9/2021 20:55,Edward,Nature Unknown Urgent,Other,Suspicious Unknown,Suspicious Things,1.0,142.0,Unable To Locate,No,3460.0,0.0,0.0,0.0,484530000000.0,4530439002.0,7.0
242220937,Dispatched Incident,Not Mental Health Incident,Priority 2,8/9/2024 14:16,Fri,14.0,8/9/2024 14:50,8/9/2024 15:09,Ida,Trespass Urgent,Trespassing,Criminal Trespass Notice,Trespassing,2.0,1783.0,Report Written,Yes,2085.0,0.0,0.0,0.0,484530000000.0,4530021052.0,4.0
231611531,Dispatched Incident,Not Mental Health Incident,Priority 1,6/10/2023 22:22,Sat,22.0,6/10/2023 22:37,6/10/2023 23:12,Edward,Shots Fired,Shoot/Stab,Gun Urgent,Shoot/Stab,3.0,3818.0,No Report,No,950.0,0.0,0.0,0.0,484530000000.0,4530439002.0,7.0
232231505,Dispatched Incident,Not Mental Health Incident,Priority 0,8/11/2023 21:31,Fri,21.0,8/11/2023 21:35,8/11/2023 22:02,David,Disturbance Urgent,Disturbance,Gun Hs,Shoot/Stab,3.0,2774.0,Unable To Locate,No,250.0,0.0,0.0,0.0,484530000000.0,4530023222.0,3.0
232171651,Dispatched Incident,Not Mental Health Incident,Priority 1,8/5/2023 23:36,Sat,23.0,8/5/2023 23:40,8/6/2023 1:03,Henry,Robbery Urgent,Robbery,Robbery Info,Robbery,5.0,17908.0,Supplement Written,Yes,301.0,0.0,0.0,0.0,484530000000.0,4530023201.0,3.0
222531716,Dispatched Incident,Not Mental Health Incident,Priority 2,9/10/2022 23:58,Sat,23.0,9/11/2022 0:04,9/11/2022 1:35,Baker,Trespass Urgent,Trespassing,Suspicious Person,Suspicious Things,2.0,7423.0,Unable To Locate,No,413.0,0.0,0.0,0.0,484530000000.0,4530002063.0,7.0
241280440,Dispatched Incident,Mental Health Incident,Priority 1,5/7/2024 9:21,Tue,9.0,5/7/2024 9:33,5/7/2024 10:00,Frank,Check Welfare Urgent,Welfare Check,Edp No Contact,Welfare Check,1.0,1588.0,Report Written MH,No,826.0,0.0,0.0,0.0,484530000000.0,4530024402.0,2.0
231000635,Dispatched Incident,Mental Health Incident,Priority 2,4/10/2023 12:27,Mon,12.0,4/10/2023 12:39,4/10/2023 12:47,Adam,Suspicious Person,Suspicious Things,Suspicious Person,Suspicious Things,1.0,532.0,No Report,No,853.0,0.0,0.0,0.0,484530000000.0,4530422001.0,7.0
220500073,Dispatched Incident,Not Mental Health Incident,Priority 1,2/19/2022 0:49,Sat,0.0,2/19/2022 1:02,2/19/2022 1:24,Frank,Nature Unknown Urgent,Other,Nature Unknown Urgent,Other,1.0,1302.0,Non-Police Matter,No,832.0,0.0,0.0,0.0,484530000000.0,4530024383.0,5.0
241020862,Dispatched Incident,Not Mental Health Incident,Priority 3,4/11/2024 14:53,Thu,14.0,4/11/2024 15:46,4/11/2024 16:20,Edward,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,2031.0,No Report,No,3305.0,0.0,0.0,0.0,484530000000.0,4530435003.0,1.0
231401080,Dispatched Incident,Not Mental Health Incident,Priority 2,5/20/2023 16:56,Sat,16.0,5/20/2023 17:37,5/20/2023 17:48,David,Alarm Burglar,Alarms,Alarm Burglar,Alarms,1.0,668.0,False Alarm,No,2520.0,0.0,0.0,0.0,484530000000.0,4530024031.0,3.0
231590694,Dispatched Incident,Not Mental Health Incident,Priority 1,6/8/2023 12:41,Thu,12.0,6/8/2023 12:48,6/8/2023 13:40,Frank,Nature Unknown Urgent,Other,Family Disturbance,Disturbance,1.0,3140.0,Report Written,Yes,409.0,0.0,0.0,0.0,484530000000.0,4530024432.0,2.0
211960077,Dispatched Incident,Not Mental Health Incident,Priority 1,7/15/2021 1:15,Thu,1.0,7/15/2021 1:23,7/15/2021 1:44,David,Shots Fired,Shoot/Stab,Shots Fired,Shoot/Stab,3.0,2562.0,Unable To Locate,No,478.0,0.0,0.0,0.0,484530000000.0,4530013121.0,9.0
222751214,Dispatched Incident,Not Mental Health Incident,Priority 2,10/2/2022 20:29,Sun,20.0,10/2/2022 20:35,10/2/2022 20:49,Frank,Theft,Theft,Theft,Theft,2.0,1381.0,No Report,No,443.0,0.0,0.0,0.0,484530000000.0,4530024373.0,2.0
233631155,Dispatched Incident,Not Mental Health Incident,Priority 0,12/29/2023 19:16,Fri,19.0,12/29/2023 19:21,12/29/2023 20:32,David,Pedestrian On Hsr,Traffic Stop/Hazard,Pedestrian On Hsr,Traffic Stop/Hazard,3.0,6120.0,No Report,No,312.0,0.0,0.0,0.0,484530000000.0,4530023222.0,3.0
242291428,Dispatched Incident,Not Mental Health Incident,Priority 1,8/16/2024 20:52,Fri,20.0,8/16/2024 21:19,8/16/2024 23:51,Adam,Check Welfare Urgent,Welfare Check,Check Welfare Urgent,Welfare Check,2.0,9092.0,Report Written,Yes,1692.0,0.0,0.0,0.0,484910000000.0,4910203113.0,6.0
212290727,Dispatched Incident,Mental Health Incident,Priority 3,8/17/2021 14:23,Tue,14.0,8/17/2021 17:15,8/17/2021 17:46,Adam,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,1843.0,No Report,No,10494.0,0.0,0.0,0.0,484910000000.0,4910204062.0,6.0
230081120,Dispatched Incident,Not Mental Health Incident,Priority 1,1/8/2023 19:12,Sun,19.0,1/8/2023 19:16,1/8/2023 19:24,Ida,Disturbance Urgent,Disturbance,Disturbance Urgent,Disturbance,4.0,1428.0,Unable To Locate,No,276.0,0.0,0.0,0.0,484530000000.0,4530021054.0,1.0
242541408,Dispatched Incident,Not Mental Health Incident,Priority 2,9/10/2024 23:23,Tue,23.0,9/10/2024 23:38,9/10/2024 23:47,Henry,Suspicious Unknown,Suspicious Things,Suspicious Unknown,Suspicious Things,1.0,512.0,Unable To Locate,No,1212.0,0.0,0.0,0.0,484530000000.0,4530023254.0,3.0
223440829,Dispatched Incident,Mental Health Incident,Priority 3,12/10/2022 13:56,Sat,13.0,12/10/2022 16:05,12/10/2022 16:08,Ida,Check Welfare Service,Welfare Check,Check Welfare Service,Welfare Check,1.0,199.0,Unable To Locate,No,7780.0,0.0,0.0,0.0,484530000000.0,4530015032.0,4.0
213381421,Dispatched Incident,Not Mental Health Incident,Priority 0,12/4/2021 20:33,Sat,20.0,12/4/2021 20:37,12/4/2021 21:42,Henry,Robbery Hs,Robbery,Robbery Hs,Robbery,2.0,5557.0,No Report,No,248.0,0.0,0.0,0.0,484530000000.0,4530023041.0,9.0
212411058,Dispatched Incident,Not Mental Health Incident,Priority 1,8/29/2021 16:11,Sun,16.0,8/29/2021 16:16,8/29/2021 17:18,Adam,Check Welfare Urgent,Welfare Check,Public Intoxication,Disorderly Conduct,2.0,4953.0,Report Written,Yes,460.0,0.0,0.0,0.0,484530000000.0,4530325002.0,7.0
231840545,Dispatched Incident,Not Mental Health Incident,Priority 2,7/3/2023 10:04,Mon,10.0,7/3/2023 11:07,7/3/2023 11:21,Baker,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,2.0,1745.0,No Report,No,3783.0,0.0,0.0,0.0,484530000000.0,4530003041.0,9.0
230571160,Dispatched Incident,Mental Health Incident,Priority 1,2/26/2023 18:39,Sun,18.0,2/26/2023 18:58,2/26/2023 21:46,Edward,Disturbance Urgent,Disturbance,Assault W/Injury-Fam/Date Vio,Simple Assault,3.0,16889.0,Report Written,Yes,1148.0,0.0,0.0,0.0,484530000000.0,4530431003.0,4.0
212551380,Dispatched Incident,Not Mental Health Incident,Priority 1,9/12/2021 19:46,Sun,19.0,9/12/2021 19:49,9/12/2021 19:57,Airport,Pin Duress,Assistance,Pin Duress,Assistance,1.0,489.0,No Report,No,169.0,0.0,0.0,0.0,484540000000.0,4539800001.0,2.0
212850823,Dispatched Incident,Not Mental Health Incident,Priority 0,10/12/2021 15:05,Tue,15.0,10/12/2021 15:10,10/12/2021 15:55,Charlie,Traffic Hazard Hs,Traffic Stop/Hazard,Traffic Hazard Hs,Traffic Stop/Hazard,2.0,5300.0,No Report,No,376.0,0.0,0.0,0.0,484530000000.0,4530022141.0,1.0
240230077,Dispatched Incident,Not Mental Health Incident,Priority 3,1/23/2024 1:33,Tue,1.0,1/23/2024 1:35,1/23/2024 1:35,Adam,Doc / C.o. Violation,Disorderly Conduct,Doc / C.o. Violation,Disorderly Conduct,1.0,3.0,No Report,No,155.0,0.0,0.0,0.0,484530000000.0,4530325002.0,7.0
213130570,Dispatched Incident,Not Mental Health Incident,Priority 2,11/9/2021 11:55,Tue,11.0,11/9/2021 12:54,11/9/2021 14:03,Edward,Disturbance Urgent,Disturbance,Assault Information,Simple Assault,3.0,10407.0,Report Written,Yes,3624.0,0.0,0.0,0.0,484530000000.0,4530410001.0,4.0
231041238,Dispatched Incident,Not Mental Health Incident,Priority 0,4/14/2023 18:17,Fri,18.0,4/14/2023 18:26,4/14/2023 19:05,Charlie,Crash Hs,Crashes,Blue Form Collision,Crashes,3.0,5911.0,No Report,No,833.0,0.0,0.0,0.0,484530000000.0,4530022141.0,1.0
212120069,Dispatched Incident,Not Mental Health Incident,Priority 2,7/31/2021 0:53,Sat,0.0,7/31/2021 0:57,7/31/2021 1:16,David,Trespass Urgent,Trespassing,Trespass Urgent,Trespassing,3.0,2052.0,No Report,No,305.0,0.0,0.0,0.0,484530000000.0,4530013101.0,5.0
230491057,Dispatched Incident,Not Mental Health Incident,Priority 2,2/18/2023 17:37,Sat,17.0,2/18/2023 18:18,2/18/2023 18:24,Henry,Disturbance Other,Disturbance,Disturbance Other,Disturbance,2.0,710.0,No Report,No,2585.0,0.0,0.0,0.0,484530000000.0,4530023201.0,3.0
212301192,Dispatched Incident,Mental Health Incident,Priority 1,8/18/2021 18:48,Wed,18.0,8/18/2021 18:53,8/18/2021 21:16,Charlie,Check Welfare Urgent,Welfare Check,Edp Telehealth,Welfare Check,2.0,11338.0,Report Written MH,No,396.0,0.0,0.0,0.0,484530000000.0,4530009012.0,1.0
240531203,Dispatched Incident,Mental Health Incident,Priority 2,2/22/2024 18:06,Thu,18.0,2/22/2024 18:44,2/22/2024 19:01,Charlie,Trace,Other,Check Welfare Urgent,Welfare Check,2.0,1957.0,No Report,No,1805.0,0.0,0.0,0.0,484530000000.0,4530008023.0,1.0
